=== tasklist ===
"Nome da imagem","Identifica‡Æo pessoal","Nome da sessÆo","SessÆo#","Uso de mem¢ria"
        "CreationDate":  "\/Date(1784633934038)\/",
        "CommandLine":  "\"node\"   \"C:\\Users\\danie\\AppData\\Local\\npm-cache\\_npx\\9833c18b2d85bc59\\node_modules\\.bin\\\\..\\@playwright\\mcp\\cli.js\" "
    },
    {
        "ProcessId":  22504,
        "ParentProcessId":  18172,
        "Name":  "cmd.exe",
        "CreationDate":  "\/Date(1784687879056)\/",
        "CommandLine":  "\"C:\\Windows\\System32\\cmd.exe\" /c cd /d \"C:\\Projetos\\aegis_rpa_suite\" \u0026\u0026 python -u aegis_cockpit/cockpit.py \u003e\u003e \"C:\\Projetos\\PainelLocal\\logs\\2.log\" 2\u003e\u00261"
    },
    {
        "ProcessId":  26232,
        "ParentProcessId":  22504,
        "Name":  "python.exe",
        "CreationDate":  "\/Date(1784687879112)\/",
        "CommandLine":  "python  -u aegis_cockpit/cockpit.py "
    },
    {
        "ProcessId":  9140,
        "ParentProcessId":  7736,
        "Name":  "chrome.exe",
        "CreationDate":  "\/Date(1784688351360)\/",
        "CommandLine":  "\"C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe\" --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=pt-BR --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7310 --time-ticks-at-unix-epoch=-1784472421651454 --launch-time-ticks=215940886986 --metrics-shmem-handle=13864,i,2131680292477135558,17450760167898596538,2097152 --field-trial-handle=1880,i,8734397268579361410,15824951637929457804,262144 --variations-seed-version=20260718-030031.422000-production --pseudonymization-salt-handle=1884,i,8302663447148757941,10197248602999837609,4 --trace-process-track-uuid=3190715836087787684 --mojo-platform-channel-handle=15756 /prefetch:1"
    },
    {
        "ProcessId":  10360,
        "ParentProcessId":  7736,
        "Name":  "chrome.exe",
        "CreationDate":  "\/Date(1784688461762)\/",
        "CommandLine":  "\"C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe\" --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=pt-BR --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7311 --time-ticks-at-unix-epoch=-1784472421651454 --launch-time-ticks=216051293490 --metrics-shmem-handle=15816,i,6592070564848073281,4051363485961041344,2097152 --field-trial-handle=1880,i,8734397268579361410,15824951637929457804,262144 --variations-seed-version=20260718-030031.422000-production --pseudonymization-salt-handle=1884,i,8302663447148757941,10197248602999837609,4 --trace-process-track-uuid=3190715837024829533 --mojo-platform-channel-handle=9528 /prefetch:1"
    },
    {
        "ProcessId":  32344,
        "ParentProcessId":  31964,
        "Name":  "python.exe",
        "CreationDate":  "\/Date(1784689965813)\/",
        "CommandLine":  "\"C:\\Python314\\python.exe\"  \"C:\\Users\\danie\\AppData\\Roaming\\Python\\Python314\\Scripts\\headroom.exe\" mcp serve"
    },
    {
        "ProcessId":  32300,
        "ParentProcessId":  4196,
        "Name":  "cmd.exe",
        "CreationDate":  "\/Date(1784689966125)\/",
        "CommandLine":  "C:\\WINDOWS\\system32\\cmd.exe /d /s /c \"npx ^\"@playwright/mcp@latest^\"\""
    },
    {
        "ProcessId":  28064,
        "ParentProcessId":  32300,
        "Name":  "node.exe",
        "CreationDate":  "\/Date(1784689966486)\/",
        "CommandLine":  "\"C:\\Program Files\\nodejs\\\\node.exe\"  \"C:\\Users\\danie\\AppData\\Roaming\\npm\\node_modules\\npm\\bin\\npx-cli.js\" \"@playwright/mcp@latest\""
    },
    {
        "ProcessId":  9784,
        "ParentProcessId":  28064,
        "Name":  "cmd.exe",
        "CreationDate":  "\/Date(1784689969272)\/",
        "CommandLine":  "C:\\WINDOWS\\system32\\cmd.exe /d /s /c playwright-mcp"
    },
    {
        "ProcessId":  23088,
        "ParentProcessId":  9784,
        "Name":  "node.exe",
        "CreationDate":  "\/Date(1784689969306)\/",
        "CommandLine":  "\"node\"   \"C:\\Users\\danie\\AppData\\Local\\npm-cache\\_npx\\9833c18b2d85bc59\\node_modules\\.bin\\\\..\\@playwright\\mcp\\cli.js\" "
    },
    {
        "ProcessId":  20828,
        "ParentProcessId":  7736,
        "Name":  "chrome.exe",
        "CreationDate":  "\/Date(1784712020140)\/",
        "CommandLine":  "\"C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe\" --type=renderer --extension-process --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=pt-BR --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7638 --time-ticks-at-unix-epoch=-1784472421651454 --launch-time-ticks=239611005223 --metrics-shmem-handle=12912,i,17317744820450884903,2561008474857930862,2097152 --field-trial-handle=1880,i,8734397268579361410,15824951637929457804,262144 --variations-seed-version=20260718-030031.422000-production --pseudonymization-salt-handle=1884,i,8302663447148757941,10197248602999837609,4 --trace-process-track-uuid=3190716143437514156 --mojo-platform-channel-handle=15012 /prefetch:9"
    },
    {
        "ProcessId":  33352,
        "ParentProcessId":  7736,
        "Name":  "chrome.exe",
        "CreationDate":  "\/Date(1784712020321)\/",
        "CommandLine":  "\"C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe\" --type=renderer --extension-process --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=pt-BR --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7639 --time-ticks-at-unix-epoch=-1784472421651454 --launch-time-ticks=239611185881 --metrics-shmem-handle=7620,i,11951108633903702985,8477895802562718752,2097152 --field-trial-handle=1880,i,8734397268579361410,15824951637929457804,262144 --variations-seed-version=20260718-030031.422000-production --pseudonymization-salt-handle=1884,i,8302663447148757941,10197248602999837609,4 --trace-process-track-uuid=3190716144374556005 --mojo-platform-channel-handle=5952 /prefetch:9"
    },
    {
        "ProcessId":  31220,
        "ParentProcessId":  7736,
        "Name":  "chrome.exe",
        "CreationDate":  "\/Date(1784712649269)\/",
        "CommandLine":  "\"C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe\" --type=renderer --extension-process --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=pt-BR --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7646 --time-ticks-at-unix-epoch=-1784472421651454 --launch-time-ticks=240240161327 --metrics-shmem-handle=15280,i,8398583916420708884,828305145311703050,2097152 --field-trial-handle=1880,i,8734397268579361410,15824951637929457804,262144 --variations-seed-version=20260718-030031.422000-production --pseudonymization-salt-handle=1884,i,8302663447148757941,10197248602999837609,4 --trace-process-track-uuid=3190716150933848948 --mojo-platform-channel-handle=15220 /prefetch:9"
    },
    {
        "ProcessId":  18892,
        "ParentProcessId":  7736,
        "Name":  "chrome.exe",
        "CreationDate":  "\/Date(1784712649318)\/",
        "CommandLine":  "\"C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe\" --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=pt-BR --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7647 --time-ticks-at-unix-epoch=-1784472421651454 --launch-time-ticks=240240210438 --metrics-shmem-handle=7084,i,3177152642523087293,16349643085274155572,2097152 --field-trial-handle=1880,i,8734397268579361410,15824951637929457804,262144 --variations-seed-version=20260718-030031.422000-production --pseudonymization-salt-handle=1884,i,8302663447148757941,10197248602999837609,4 --trace-process-track-uuid=3190716151870890797 --mojo-platform-channel-handle=6460 /prefetch:1"
    },
    {
        "ProcessId":  30864,
        "ParentProcessId":  7736,
        "Name":  "chrome.exe",
        "CreationDate":  "\/Date(1784712651361)\/",
        "CommandLine":  "\"C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe\" --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=pt-BR --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7648 --time-ticks-at-unix-epoch=-1784472421651454 --launch-time-ticks=240242253499 --metrics-shmem-handle=14636,i,5289486453841934523,11351397473761457762,2097152 --field-trial-handle=1880,i,8734397268579361410,15824951637929457804,262144 --variations-seed-version=20260718-030031.422000-production --pseudonymization-salt-handle=1884,i,8302663447148757941,10197248602999837609,4 --trace-process-track-uuid=3190716152807932646 --mojo-platform-channel-handle=14612 /prefetch:1"
    },
    {
        "ProcessId":  22024,
        "ParentProcessId":  29984,
        "Name":  "bash.exe",
        "CreationDate":  "\/Date(1784712692574)\/",
        "CommandLine":  "\"C:\\Program Files\\Git\\bin\\bash.exe\" -c \"source /c/Users/danie/.claude/shell-snapshots/snapshot-bash-1784601242571-101c27.sh 2\u003e/dev/null || true \u0026\u0026 export TEMP=\u0027C:\\Users\\danie\\AppData\\Local\\Temp\u0027 TMP=\u0027C:\\Users\\danie\\AppData\\Local\\Temp\u0027 \u0026\u0026 shopt -u extglob 2\u003e/dev/null || true \u0026\u0026 eval \u0027pytest tests/aegis_cockpit/test_healing_review.py -q .harness/work/diag/test_diag.py -k diag_proc -p no:cacheprovider\u0027 \u003c /dev/null \u0026\u0026 pwd -P \u003e| /c/Users/danie/AppData/Local/Temp/claude-aba1-cwd\""
    },
    {
        "ProcessId":  21804,
        "ParentProcessId":  22024,
        "Name":  "bash.exe",
        "CreationDate":  "\/Date(1784712692586)\/",
        "CommandLine":  "\"C:\\Program Files\\Git\\bin\\..\\usr\\bin\\bash.exe\" -c \"source /c/Users/danie/.claude/shell-snapshots/snapshot-bash-1784601242571-101c27.sh 2\u003e/dev/null || true \u0026\u0026 export TEMP=\u0027C:\\Users\\danie\\AppData\\Local\\Temp\u0027 TMP=\u0027C:\\Users\\danie\\AppData\\Local\\Temp\u0027 \u0026\u0026 shopt -u extglob 2\u003e/dev/null || true \u0026\u0026 eval \u0027pytest tests/aegis_cockpit/test_healing_review.py -q .harness/work/diag/test_diag.py -k diag_proc -p no:cacheprovider\u0027 \u003c /dev/null \u0026\u0026 pwd -P \u003e| /c/Users/danie/AppData/Local/Temp/claude-aba1-cwd\""
    },
    {
        "ProcessId":  27312,
        "ParentProcessId":  21804,
        "Name":  "bash.exe",
        "CreationDate":  "\/Date(1784712692664)\/",
        "CommandLine":  "\"C:\\Program Files\\Git\\bin\\..\\usr\\bin\\bash.exe\" -c \"source /c/Users/danie/.claude/shell-snapshots/snapshot-bash-1784601242571-101c27.sh 2\u003e/dev/null || true \u0026\u0026 export TEMP=\u0027C:\\Users\\danie\\AppData\\Local\\Temp\u0027 TMP=\u0027C:\\Users\\danie\\AppData\\Local\\Temp\u0027 \u0026\u0026 shopt -u extglob 2\u003e/dev/null || true \u0026\u0026 eval \u0027pytest tests/aegis_cockpit/test_healing_review.py -q .harness/work/diag/test_diag.py -k diag_proc -p no:cacheprovider\u0027 \u003c /dev/null \u0026\u0026 pwd -P \u003e| /c/Users/danie/AppData/Local/Temp/claude-aba1-cwd\""
    },
    {
        "ProcessId":  20316,
        "ParentProcessId":  27312,
        "Name":  "pytest.exe",
        "CreationDate":  "\/Date(1784712692678)\/",
        "CommandLine":  "C:\\Users\\danie\\AppData\\Roaming\\Python\\Python314\\Scripts\\pytest.exe tests/aegis_cockpit/test_healing_review.py -q .harness/work/diag/test_diag.py -k diag_proc -p no:cacheprovider"
    },
    {
        "ProcessId":  21208,
        "ParentProcessId":  20316,
        "Name":  "python.exe",
        "CreationDate":  "\/Date(1784712692691)\/",
        "CommandLine":  "\"C:\\Python314\\python.exe\"  \"C:\\Users\\danie\\AppData\\Roaming\\Python\\Python314\\Scripts\\pytest.exe\" tests/aegis_cockpit/test_healing_review.py -q .harness/work/diag/test_diag.py -k diag_proc -p no:cacheprovider"
    }
]

