=== tasklist ===
"Nome da imagem","Identifica‡Æo pessoal","Nome da sessÆo","SessÆo#","Uso de mem¢ria"
        "CreationDate":  "\/Date(1784472776589)\/",
        "CommandLine":  "\"node\"   \"c:\\Projetos\\Fimm\\frontend\\node_modules\\.bin\\\\..\\vite\\bin\\vite.js\" --port 6174"
    },
    {
        "ProcessId":  2492,
        "ParentProcessId":  17648,
        "Name":  "node.exe",
        "CreationDate":  "\/Date(1784472776589)\/",
        "CommandLine":  "\"node\"   \"c:\\Projetos\\Fimm\\cockpit\\node_modules\\.bin\\\\..\\vite\\bin\\vite.js\" --port 6175"
    },
    {
        "ProcessId":  18724,
        "ParentProcessId":  18668,
        "Name":  "cmd.exe",
        "CreationDate":  "\/Date(1784472778840)\/",
        "CommandLine":  "cmd  /k \"cd /d c:\\Projetos\\portalSegura\\app \u0026\u0026 npm run dev\""
    },
    {
        "ProcessId":  18884,
        "ParentProcessId":  18724,
        "Name":  "node.exe",
        "CreationDate":  "\/Date(1784472779017)\/",
        "CommandLine":  "\"C:\\Program Files\\nodejs\\\\node.exe\"  \"C:\\Users\\danie\\AppData\\Roaming\\npm\\node_modules\\npm\\bin\\npm-cli.js\" run dev"
    },
    {
        "ProcessId":  18952,
        "ParentProcessId":  18884,
        "Name":  "cmd.exe",
        "CreationDate":  "\/Date(1784472779241)\/",
        "CommandLine":  "C:\\WINDOWS\\system32\\cmd.exe /d /s /c vite"
    },
    {
        "ProcessId":  18976,
        "ParentProcessId":  18952,
        "Name":  "node.exe",
        "CreationDate":  "\/Date(1784472779268)\/",
        "CommandLine":  "\"node\"   \"c:\\Projetos\\portalSegura\\app\\node_modules\\.bin\\\\..\\vite\\bin\\vite.js\" "
    },
    {
        "ProcessId":  7736,
        "ParentProcessId":  2412,
        "Name":  "chrome.exe",
        "CreationDate":  "\/Date(1784485678235)\/",
        "CommandLine":  "\"C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe\" "
    },
    {
        "ProcessId":  19724,
        "ParentProcessId":  7736,
        "Name":  "chrome.exe",
        "CreationDate":  "\/Date(1784485678326)\/",
        "CommandLine":  "\"C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe\" --type=crashpad-handler \"--user-data-dir=C:\\Users\\danie\\AppData\\Local\\Google\\Chrome\\User Data\" /prefetch:4 --monitor-self-annotation=ptype=crashpad-handler \"--database=C:\\Users\\danie\\AppData\\Local\\Google\\Chrome\\User Data\\Crashpad\" \"--metrics-dir=C:\\Users\\danie\\AppData\\Local\\Google\\Chrome\\User Data\" --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=plat=Win64 --annotation=prod=Chrome --annotation=ver=150.0.7871.128 --initial-client-data=0x11c,0x120,0x124,0xa0,0x128,0x7ffea0d0ba50,0x7ffea0d0ba5c,0x7ffea0d0ba68"
    },
    {
        "ProcessId":  9084,
        "ParentProcessId":  7736,
        "Name":  "chrome.exe",
        "CreationDate":  "\/Date(1784485678475)\/",
        "CommandLine":  "\"C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe\" --type=gpu-process --no-pre-read-main-dll --gpu-preferences=UAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAOAAAAAAAAAABAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAAAAAAAAAAAABgAAAAAAAAAGAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAACAAAAAAAAAA= --metrics-shmem-handle=1828,i,12835982818713530216,3156516985950605377,262144 --field-trial-handle=1880,i,8734397268579361410,15824951637929457804,262144 --variations-seed-version=20260718-030031.422000-production --pseudonymization-salt-handle=1884,i,8302663447148757941,10197248602999837609,4 --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=1876 /prefetch:2"
    },
    {
        "ProcessId":  22344,
        "ParentProcessId":  7736,
        "Name":  "chrome.exe",
        "CreationDate":  "\/Date(1784485678482)\/",
        "CommandLine":  "\"C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe\" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=pt-BR --service-sandbox-type=none --no-pre-read-main-dll --metrics-shmem-handle=2192,i,12403111720632677928,6247823934831848727,524288 --field-trial-handle=1880,i,8734397268579361410,15824951637929457804,262144 --variations-seed-version=20260718-030031.422000-production --pseudonymization-salt-handle=1884,i,8302663447148757941,10197248602999837609,4 --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2196 /prefetch:11"
    },
    {
        "ProcessId":  21520,
        "ParentProcessId":  7736,
        "Name":  "chrome.exe",
        "CreationDate":  "\/Date(1784485678506)\/",
        "CommandLine":  "\"C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe\" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=pt-BR --service-sandbox-type=service --no-pre-read-main-dll --metrics-shmem-handle=2316,i,14662969569816072495,16012841578294399480,524288 --field-trial-handle=1880,i,8734397268579361410,15824951637929457804,262144 --variations-seed-version=20260718-030031.422000-production --pseudonymization-salt-handle=1884,i,8302663447148757941,10197248602999837609,4 --trace-process-track-uuid=3190708990060038890 --mojo-platform-channel-handle=2324 /prefetch:13"
    },
    {
        "ProcessId":  7212,
        "ParentProcessId":  7736,
        "Name":  "chrome.exe",
        "CreationDate":  "\/Date(1784485680147)\/",
        "CommandLine":  "\"C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe\" --type=renderer --top-chrome-webui --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=pt-BR --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1784472421651454 --launch-time-ticks=13258493945 --metrics-shmem-handle=4836,i,218322639092078123,18369561487721629413,2097152 --field-trial-handle=1880,i,8734397268579361410,15824951637929457804,262144 --variations-seed-version=20260718-030031.422000-production --pseudonymization-salt-handle=1884,i,8302663447148757941,10197248602999837609,4 --trace-process-track-uuid=3190708992871164437 --mojo-platform-channel-handle=4856 /prefetch:1"
    },
    {
        "ProcessId":  22248,
        "ParentProcessId":  7736,
        "Name":  "chrome.exe",
        "CreationDate":  "\/Date(1784485684446)\/",
        "CommandLine":  "\"C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe\" --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=pt-BR --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1784472421651454 --launch-time-ticks=13262793751 --metrics-shmem-handle=7744,i,3224786662461700613,4327787116687661671,2097152 --field-trial-handle=1880,i,8734397268579361410,15824951637929457804,262144 --variations-seed-version=20260718-030031.422000-production --pseudonymization-salt-handle=1884,i,8302663447148757941,10197248602999837609,4 --trace-process-track-uuid=3190709010674959568 --mojo-platform-channel-handle=7704 /prefetch:1"
    },
    {
        "ProcessId":  22316,
        "ParentProcessId":  7736,
        "Name":  "chrome.exe",
        "CreationDate":  "\/Date(1784488601025)\/",
        "CommandLine":  "\"C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe\" --type=utility --utility-sub-type=audio.mojom.AudioService --lang=pt-BR --service-sandbox-type=audio --video-capture-use-gpu-memory-buffer --no-pre-read-main-dll --metrics-shmem-handle=8304,i,3630435790681201494,10626864973387618198,524288 --field-trial-handle=1880,i,8734397268579361410,15824951637929457804,262144 --variations-seed-version=20260718-030031.422000-production --pseudonymization-salt-handle=1884,i,8302663447148757941,10197248602999837609,4 --trace-process-track-uuid=3190709086575349337 --mojo-platform-channel-handle=6668 /prefetch:12"
    },
    {
        "ProcessId":  19860,
        "ParentProcessId":  9460,
        "Name":  "python.exe",
        "CreationDate":  "\/Date(1784508627245)\/",
        "CommandLine":  "\"C:\\Python314\\python.exe\"  \"C:\\Users\\danie\\AppData\\Roaming\\Python\\Python314\\Scripts\\headroom.exe\" mcp serve"
    },
    {
        "ProcessId":  3068,
        "ParentProcessId":  13760,
        "Name":  "cmd.exe",
        "CreationDate":  "\/Date(1784508627553)\/",
        "CommandLine":  "C:\\WINDOWS\\system32\\cmd.exe /d /s /c \"npx ^\"@playwright/mcp@latest^\"\""
    },
    {
        "ProcessId":  11960,
        "ParentProcessId":  3068,
        "Name":  "node.exe",
        "CreationDate":  "\/Date(1784508628010)\/",
        "CommandLine":  "\"C:\\Program Files\\nodejs\\\\node.exe\"  \"C:\\Users\\danie\\AppData\\Roaming\\npm\\node_modules\\npm\\bin\\npx-cli.js\" \"@playwright/mcp@latest\""
    },
    {
        "ProcessId":  14920,
        "ParentProcessId":  11960,
        "Name":  "cmd.exe",
        "CreationDate":  "\/Date(1784508630904)\/",
        "CommandLine":  "C:\\WINDOWS\\system32\\cmd.exe /d /s /c playwright-mcp"
    },
    {
        "ProcessId":  18164,
        "ParentProcessId":  14920,
        "Name":  "node.exe",
        "CreationDate":  "\/Date(1784508630944)\/",
        "CommandLine":  "\"node\"   \"C:\\Users\\danie\\AppData\\Local\\npm-cache\\_npx\\9833c18b2d85bc59\\node_modules\\.bin\\\\..\\@playwright\\mcp\\cli.js\" "
    },
    {
        "ProcessId":  16136,
        "ParentProcessId":  17112,
        "Name":  "python.exe",
        "CreationDate":  "\/Date(1784509065062)\/",
        "CommandLine":  "\"C:\\Python314\\python.exe\"  \"C:\\Users\\danie\\AppData\\Roaming\\Python\\Python314\\Scripts\\headroom.exe\" mcp serve"
    },
    {
        "ProcessId":  24428,
        "ParentProcessId":  4652,
        "Name":  "cmd.exe",
        "CreationDate":  "\/Date(1784509065310)\/",
        "CommandLine":  "C:\\WINDOWS\\system32\\cmd.exe /d /s /c \"npx ^\"@playwright/mcp@latest^\"\""
    },
    {
        "ProcessId":  24504,
        "ParentProcessId":  24428,
        "Name":  "node.exe",
        "CreationDate":  "\/Date(1784509065580)\/",
        "CommandLine":  "\"C:\\Program Files\\nodejs\\\\node.exe\"  \"C:\\Users\\danie\\AppData\\Roaming\\npm\\node_modules\\npm\\bin\\npx-cli.js\" \"@playwright/mcp@latest\""
    },
    {
        "ProcessId":  22932,
        "ParentProcessId":  24504,
        "Name":  "cmd.exe",
        "CreationDate":  "\/Date(1784509068033)\/",
        "CommandLine":  "C:\\WINDOWS\\system32\\cmd.exe /d /s /c playwright-mcp"
    },
    {
        "ProcessId":  11788,
        "ParentProcessId":  22932,
        "Name":  "node.exe",
        "CreationDate":  "\/Date(1784509068070)\/",
        "CommandLine":  "\"node\"   \"C:\\Users\\danie\\AppData\\Local\\npm-cache\\_npx\\9833c18b2d85bc59\\node_modules\\.bin\\\\..\\@playwright\\mcp\\cli.js\" "
    },
    {
        "ProcessId":  7096,
        "ParentProcessId":  7628,
        "Name":  "python.exe",
        "CreationDate":  "\/Date(1784510151076)\/",
        "CommandLine":  "\"C:\\Python314\\python.exe\"  \"C:\\Users\\danie\\AppData\\Roaming\\Python\\Python314\\Scripts\\headroom.exe\" mcp serve"
    },
    {
        "ProcessId":  7552,
        "ParentProcessId":  10152,
        "Name":  "cmd.exe",
        "CreationDate":  "\/Date(1784510151251)\/",
        "CommandLine":  "C:\\WINDOWS\\system32\\cmd.exe /d /s /c \"npx ^\"@playwright/mcp@latest^\"\""
    },
    {
        "ProcessId":  22040,
        "ParentProcessId":  7552,
        "Name":  "node.exe",
        "CreationDate":  "\/Date(1784510151582)\/",
        "CommandLine":  "\"C:\\Program Files\\nodejs\\\\node.exe\"  \"C:\\Users\\danie\\AppData\\Roaming\\npm\\node_modules\\npm\\bin\\npx-cli.js\" \"@playwright/mcp@latest\""
    },
    {
        "ProcessId":  4744,
        "ParentProcessId":  22040,
        "Name":  "cmd.exe",
        "CreationDate":  "\/Date(1784510154307)\/",
        "CommandLine":  "C:\\WINDOWS\\system32\\cmd.exe /d /s /c playwright-mcp"
    },
    {
        "ProcessId":  25564,
        "ParentProcessId":  4744,
        "Name":  "node.exe",
        "CreationDate":  "\/Date(1784510154341)\/",
        "CommandLine":  "\"node\"   \"C:\\Users\\danie\\AppData\\Local\\npm-cache\\_npx\\9833c18b2d85bc59\\node_modules\\.bin\\\\..\\@playwright\\mcp\\cli.js\" "
    },
    {
        "ProcessId":  25236,
        "ParentProcessId":  25572,
        "Name":  "python.exe",
        "CreationDate":  "\/Date(1784510746148)\/",
        "CommandLine":  "\"C:\\Python314\\python.exe\"  \"C:\\Users\\danie\\AppData\\Roaming\\Python\\Python314\\Scripts\\headroom.exe\" mcp serve"
    },
    {
        "ProcessId":  15336,
        "ParentProcessId":  24136,
        "Name":  "cmd.exe",
        "CreationDate":  "\/Date(1784510746364)\/",
        "CommandLine":  "C:\\WINDOWS\\system32\\cmd.exe /d /s /c \"npx ^\"@playwright/mcp@latest^\"\""
    },
    {
        "ProcessId":  21448,
        "ParentProcessId":  15336,
        "Name":  "node.exe",
        "CreationDate":  "\/Date(1784510746617)\/",
        "CommandLine":  "\"C:\\Program Files\\nodejs\\\\node.exe\"  \"C:\\Users\\danie\\AppData\\Roaming\\npm\\node_modules\\npm\\bin\\npx-cli.js\" \"@playwright/mcp@latest\""
    },
    {
        "ProcessId":  24356,
        "ParentProcessId":  21448,
        "Name":  "cmd.exe",
        "CreationDate":  "\/Date(1784510750011)\/",
        "CommandLine":  "C:\\WINDOWS\\system32\\cmd.exe /d /s /c playwright-mcp"
    },
    {
        "ProcessId":  12880,
        "ParentProcessId":  24356,
        "Name":  "node.exe",
        "CreationDate":  "\/Date(1784510750052)\/",
        "CommandLine":  "\"node\"   \"C:\\Users\\danie\\AppData\\Local\\npm-cache\\_npx\\9833c18b2d85bc59\\node_modules\\.bin\\\\..\\@playwright\\mcp\\cli.js\" "
    },
    {
        "ProcessId":  23000,
        "ParentProcessId":  27344,
        "Name":  "python.exe",
        "CreationDate":  "\/Date(1784512994808)\/",
        "CommandLine":  "\"C:\\Python314\\python.exe\"  \"C:\\Users\\danie\\AppData\\Roaming\\Python\\Python314\\Scripts\\headroom.exe\" mcp serve"
    },
    {
        "ProcessId":  9608,
        "ParentProcessId":  7092,
        "Name":  "cmd.exe",
        "CreationDate":  "\/Date(1784512994837)\/",
        "CommandLine":  "C:\\WINDOWS\\system32\\cmd.exe /d /s /c \"codegraph ^\"serve^\" ^\"--mcp^\"\""
    },
    {
        "ProcessId":  23300,
        "ParentProcessId":  7092,
        "Name":  "cmd.exe",
        "CreationDate":  "\/Date(1784512995204)\/",
        "CommandLine":  "C:\\WINDOWS\\system32\\cmd.exe /d /s /c \"npx ^\"@playwright/mcp@latest^\"\""
    },
    {
        "ProcessId":  12600,
        "ParentProcessId":  23300,
        "Name":  "node.exe",
        "CreationDate":  "\/Date(1784512995605)\/",
        "CommandLine":  "\"C:\\Program Files\\nodejs\\\\node.exe\"  \"C:\\Users\\danie\\AppData\\Roaming\\npm\\node_modules\\npm\\bin\\npx-cli.js\" \"@playwright/mcp@latest\""
    },
    {
        "ProcessId":  26904,
        "ParentProcessId":  9608,
        "Name":  "node.exe",
        "CreationDate":  "\/Date(1784512996786)\/",
        "CommandLine":  "\"C:\\Users\\danie\\AppData\\Local\\codegraph\\current\\bin\\..\\node.exe\"  --liftoff-only \"C:\\Users\\danie\\AppData\\Local\\codegraph\\current\\bin\\..\\lib\\dist\\bin\\codegraph.js\" \"serve\" \"--mcp\""
    },
    {
        "ProcessId":  24424,
        "ParentProcessId":  12600,
        "Name":  "cmd.exe",
        "CreationDate":  "\/Date(1784512999784)\/",
        "CommandLine":  "C:\\WINDOWS\\system32\\cmd.exe /d /s /c playwright-mcp"
    },
    {
        "ProcessId":  24088,
        "ParentProcessId":  24424,
        "Name":  "node.exe",
        "CreationDate":  "\/Date(1784512999842)\/",
        "CommandLine":  "\"node\"   \"C:\\Users\\danie\\AppData\\Local\\npm-cache\\_npx\\9833c18b2d85bc59\\node_modules\\.bin\\\\..\\@playwright\\mcp\\cli.js\" "
    },
    {
        "ProcessId":  13628,
        "ParentProcessId":  7736,
        "Name":  "chrome.exe",
        "CreationDate":  "\/Date(1784552376503)\/",
        "CommandLine":  "\"C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe\" --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=pt-BR --service-sandbox-type=none --video-capture-use-gpu-memory-buffer --no-pre-read-main-dll --metrics-shmem-handle=5708,i,4660497397312311125,6216060539572123478,524288 --field-trial-handle=1880,i,8734397268579361410,15824951637929457804,262144 --variations-seed-version=20260718-030031.422000-production --pseudonymization-salt-handle=1884,i,8302663447148757941,10197248602999837609,4 --trace-process-track-uuid=3190711134948831251 --mojo-platform-channel-handle=8196 /prefetch:14"
    },
    {
        "ProcessId":  21864,
        "ParentProcessId":  31272,
        "Name":  "cmd.exe",
        "CreationDate":  "\/Date(1784568095355)\/",
        "CommandLine":  "\"C:\\Windows\\System32\\cmd.exe\" /c cd /d \"C:\\Projetos\\elegant-heisenberg\\frontend\" \u0026\u0026 npm install \u0026\u0026 npx ng serve \u003e\u003e \"C:\\Projetos\\PainelLocal\\logs\\9.log\" 2\u003e\u00261"
    },
    {
        "ProcessId":  25436,
        "ParentProcessId":  21864,
        "Name":  "node.exe",
        "CreationDate":  "\/Date(1784568099436)\/",
        "CommandLine":  "\"C:\\Program Files\\nodejs\\\\node.exe\"  \"C:\\Users\\danie\\AppData\\Roaming\\npm\\node_modules\\npm\\bin\\npx-cli.js\" ng serve"
    },
    {
        "ProcessId":  29308,
        "ParentProcessId":  25436,
        "Name":  "cmd.exe",
        "CreationDate":  "\/Date(1784568100257)\/",
        "CommandLine":  "C:\\WINDOWS\\system32\\cmd.exe /d /s /c ng serve"
    },
    {
        "ProcessId":  11092,
        "ParentProcessId":  29308,
        "Name":  "node.exe",
        "CreationDate":  "\/Date(1784568100284)\/",
        "CommandLine":  "\"node\"   \"C:\\Projetos\\elegant-heisenberg\\frontend\\node_modules\\.bin\\\\..\\@angular\\cli\\bin\\ng.js\" serve"
    },
    {
        "ProcessId":  31120,
        "ParentProcessId":  9536,
        "Name":  "python.exe",
        "CreationDate":  "\/Date(1784582159024)\/",
        "CommandLine":  "\"C:\\Python314\\python.exe\"  \"C:\\Users\\danie\\AppData\\Roaming\\Python\\Python314\\Scripts\\headroom.exe\" mcp serve"
    },
    {
        "ProcessId":  19572,
        "ParentProcessId":  27964,
        "Name":  "cmd.exe",
        "CreationDate":  "\/Date(1784582159272)\/",
        "CommandLine":  "C:\\WINDOWS\\system32\\cmd.exe /d /s /c \"npx ^\"@playwright/mcp@latest^\"\""
    },
    {
        "ProcessId":  14536,
        "ParentProcessId":  19572,
        "Name":  "node.exe",
        "CreationDate":  "\/Date(1784582159732)\/",
        "CommandLine":  "\"C:\\Program Files\\nodejs\\\\node.exe\"  \"C:\\Users\\danie\\AppData\\Roaming\\npm\\node_modules\\npm\\bin\\npx-cli.js\" \"@playwright/mcp@latest\""
    },
    {
        "ProcessId":  29312,
        "ParentProcessId":  14536,
        "Name":  "cmd.exe",
        "CreationDate":  "\/Date(1784582166821)\/",
        "CommandLine":  "C:\\WINDOWS\\system32\\cmd.exe /d /s /c playwright-mcp"
    },
    {
        "ProcessId":  19240,
        "ParentProcessId":  29312,
        "Name":  "node.exe",
        "CreationDate":  "\/Date(1784582166879)\/",
        "CommandLine":  "\"node\"   \"C:\\Users\\danie\\AppData\\Local\\npm-cache\\_npx\\9833c18b2d85bc59\\node_modules\\.bin\\\\..\\@playwright\\mcp\\cli.js\" "
    },
    {
        "ProcessId":  7792,
        "ParentProcessId":  24900,
        "Name":  "python.exe",
        "CreationDate":  "\/Date(1784595939762)\/",
        "CommandLine":  "\"C:\\Python314\\python.exe\"  \"C:\\Users\\danie\\AppData\\Roaming\\Python\\Python314\\Scripts\\headroom.exe\" mcp serve"
    },
    {
        "ProcessId":  28984,
        "ParentProcessId":  32556,
        "Name":  "cmd.exe",
        "CreationDate":  "\/Date(1784595939980)\/",
        "CommandLine":  "C:\\WINDOWS\\system32\\cmd.exe /d /s /c \"npx ^\"@playwright/mcp@latest^\"\""
    },
    {
        "ProcessId":  27644,
        "ParentProcessId":  28984,
        "Name":  "node.exe",
        "CreationDate":  "\/Date(1784595940278)\/",
        "CommandLine":  "\"C:\\Program Files\\nodejs\\\\node.exe\"  \"C:\\Users\\danie\\AppData\\Roaming\\npm\\node_modules\\npm\\bin\\npx-cli.js\" \"@playwright/mcp@latest\""
    },
    {
        "ProcessId":  9448,
        "ParentProcessId":  27644,
        "Name":  "cmd.exe",
        "CreationDate":  "\/Date(1784595943171)\/",
        "CommandLine":  "C:\\WINDOWS\\system32\\cmd.exe /d /s /c playwright-mcp"
    },
    {
        "ProcessId":  29244,
        "ParentProcessId":  9448,
        "Name":  "node.exe",
        "CreationDate":  "\/Date(1784595943209)\/",
        "CommandLine":  "\"node\"   \"C:\\Users\\danie\\AppData\\Local\\npm-cache\\_npx\\9833c18b2d85bc59\\node_modules\\.bin\\\\..\\@playwright\\mcp\\cli.js\" "
    },
    {
        "ProcessId":  6584,
        "ParentProcessId":  29612,
        "Name":  "python.exe",
        "CreationDate":  "\/Date(1784596237311)\/",
        "CommandLine":  "\"C:\\Python314\\python.exe\"  \"C:\\Users\\danie\\AppData\\Roaming\\Python\\Python314\\Scripts\\headroom.exe\" mcp serve"
    },
    {
        "ProcessId":  15144,
        "ParentProcessId":  30148,
        "Name":  "cmd.exe",
        "CreationDate":  "\/Date(1784596237500)\/",
        "CommandLine":  "C:\\WINDOWS\\system32\\cmd.exe /d /s /c \"npx ^\"@playwright/mcp@latest^\"\""
    },
    {
        "ProcessId":  23728,
        "ParentProcessId":  15144,
        "Name":  "node.exe",
        "CreationDate":  "\/Date(1784596237770)\/",
        "CommandLine":  "\"C:\\Program Files\\nodejs\\\\node.exe\"  \"C:\\Users\\danie\\AppData\\Roaming\\npm\\node_modules\\npm\\bin\\npx-cli.js\" \"@playwright/mcp@latest\""
    },
    {
        "ProcessId":  27376,
        "ParentProcessId":  23728,
        "Name":  "cmd.exe",
        "CreationDate":  "\/Date(1784596240724)\/",
        "CommandLine":  "C:\\WINDOWS\\system32\\cmd.exe /d /s /c playwright-mcp"
    },
    {
        "ProcessId":  15016,
        "ParentProcessId":  27376,
        "Name":  "node.exe",
        "CreationDate":  "\/Date(1784596240764)\/",
        "CommandLine":  "\"node\"   \"C:\\Users\\danie\\AppData\\Local\\npm-cache\\_npx\\9833c18b2d85bc59\\node_modules\\.bin\\\\..\\@playwright\\mcp\\cli.js\" "
    },
    {
        "ProcessId":  30880,
        "ParentProcessId":  7736,
        "Name":  "chrome.exe",
        "CreationDate":  "\/Date(1784599785650)\/",
        "CommandLine":  "\"C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe\" --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=pt-BR --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=4244 --time-ticks-at-unix-epoch=-1784472421651454 --launch-time-ticks=127370415606 --metrics-shmem-handle=12492,i,17809996876902726601,4058533884505158687,2097152 --field-trial-handle=1880,i,8734397268579361410,15824951637929457804,262144 --variations-seed-version=20260718-030031.422000-production --pseudonymization-salt-handle=1884,i,8302663447148757941,10197248602999837609,4 --trace-process-track-uuid=3190712963117478650 --mojo-platform-channel-handle=10060 /prefetch:1"
    },
    {
        "ProcessId":  16844,
        "ParentProcessId":  3160,
        "Name":  "python.exe",
        "CreationDate":  "\/Date(1784600433874)\/",
        "CommandLine":  "\"C:\\Python314\\python.exe\"  \"C:\\Users\\danie\\AppData\\Roaming\\Python\\Python314\\Scripts\\headroom.exe\" mcp serve"
    },
    {
        "ProcessId":  11692,
        "ParentProcessId":  29984,
        "Name":  "cmd.exe",
        "CreationDate":  "\/Date(1784600433884)\/",
        "CommandLine":  "C:\\WINDOWS\\system32\\cmd.exe /d /s /c \"codegraph ^\"serve^\" ^\"--mcp^\"\""
    },
    {
        "ProcessId":  32316,
        "ParentProcessId":  11692,
        "Name":  "node.exe",
        "CreationDate":  "\/Date(1784600433974)\/",
        "CommandLine":  "\"C:\\Users\\danie\\AppData\\Local\\codegraph\\current\\bin\\..\\node.exe\"  --liftoff-only \"C:\\Users\\danie\\AppData\\Local\\codegraph\\current\\bin\\..\\lib\\dist\\bin\\codegraph.js\" \"serve\" \"--mcp\""
    },
    {
        "ProcessId":  31480,
        "ParentProcessId":  29984,
        "Name":  "cmd.exe",
        "CreationDate":  "\/Date(1784600434235)\/",
        "CommandLine":  "C:\\WINDOWS\\system32\\cmd.exe /d /s /c \"npx ^\"@playwright/mcp@latest^\"\""
    },
    {
        "ProcessId":  3984,
        "ParentProcessId":  31480,
        "Name":  "node.exe",
        "CreationDate":  "\/Date(1784600434692)\/",
        "CommandLine":  "\"C:\\Program Files\\nodejs\\\\node.exe\"  \"C:\\Users\\danie\\AppData\\Roaming\\npm\\node_modules\\npm\\bin\\npx-cli.js\" \"@playwright/mcp@latest\""
    },
    {
        "ProcessId":  24308,
        "ParentProcessId":  3984,
        "Name":  "cmd.exe",
        "CreationDate":  "\/Date(1784600438019)\/",
        "CommandLine":  "C:\\WINDOWS\\system32\\cmd.exe /d /s /c playwright-mcp"
    },
    {
        "ProcessId":  26648,
        "ParentProcessId":  24308,
        "Name":  "node.exe",
        "CreationDate":  "\/Date(1784600438063)\/",
        "CommandLine":  "\"node\"   \"C:\\Users\\danie\\AppData\\Local\\npm-cache\\_npx\\9833c18b2d85bc59\\node_modules\\.bin\\\\..\\@playwright\\mcp\\cli.js\" "
    },
    {
        "ProcessId":  16388,
        "ParentProcessId":  7736,
        "Name":  "chrome.exe",
        "CreationDate":  "\/Date(1784626659122)\/",
        "CommandLine":  "\"C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe\" --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=pt-BR --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5194 --time-ticks-at-unix-epoch=-1784472421651454 --launch-time-ticks=154245402704 --metrics-shmem-handle=13172,i,1478016768260645871,9205266092100158927,2097152 --field-trial-handle=1880,i,8734397268579361410,15824951637929457804,262144 --variations-seed-version=20260718-030031.422000-production --pseudonymization-salt-handle=1884,i,8302663447148757941,10197248602999837609,4 --trace-process-track-uuid=3190713853307235200 --mojo-platform-channel-handle=12260 /prefetch:1"
    },
    {
        "ProcessId":  29088,
        "ParentProcessId":  22084,
        "Name":  "python.exe",
        "CreationDate":  "\/Date(1784633930549)\/",
        "CommandLine":  "\"C:\\Python314\\python.exe\"  \"C:\\Users\\danie\\AppData\\Roaming\\Python\\Python314\\Scripts\\headroom.exe\" mcp serve"
    },
    {
        "ProcessId":  28548,
        "ParentProcessId":  23348,
        "Name":  "cmd.exe",
        "CreationDate":  "\/Date(1784633930777)\/",
        "CommandLine":  "C:\\WINDOWS\\system32\\cmd.exe /d /s /c \"npx ^\"@playwright/mcp@latest^\"\""
    },
    {
        "ProcessId":  10132,
        "ParentProcessId":  28548,
        "Name":  "node.exe",
        "CreationDate":  "\/Date(1784633931102)\/",
        "CommandLine":  "\"C:\\Program Files\\nodejs\\\\node.exe\"  \"C:\\Users\\danie\\AppData\\Roaming\\npm\\node_modules\\npm\\bin\\npx-cli.js\" \"@playwright/mcp@latest\""
    },
    {
        "ProcessId":  11500,
        "ParentProcessId":  10132,
        "Name":  "cmd.exe",
        "CreationDate":  "\/Date(1784633934000)\/",
        "CommandLine":  "C:\\WINDOWS\\system32\\cmd.exe /d /s /c playwright-mcp"
    },
    {
        "ProcessId":  6228,
        "ParentProcessId":  11500,
        "Name":  "node.exe",
